x1;x2;x3;x4;x5;x6;x7;x8;x9;y
75;1,5;60;37,2;16,98;65,5;7,3;4,5;11,8;8,56
150;1,5;420;46;19,65;78;13,4;12,3;25,7;22,97
90;1,5;0;26,2;14,81;57;9;4,5;13,5;11,64
85;1,5;120;27,2;13,49;65,5;4,8;11,2;16;15,83
260;1,5;180;36,6;16,94;67;14,3;6,2;20,5;19,93
200;1,5;180;47,4;17,41;75,5;9,8;5;14,8;12,35
180;1,5;120;45;18,03;68;12,6;8,5;21,1;21,14
180;1,5;240;45,4;17,51;70;10,5;6;16,5;12,91
0;1,5;120;22,5;12,72;58;7,9;5,5;13,4;13,94
0;1,5;120;32;16,1;63,5;12,4;7,9;20,3;20,06
120;1,5;180;35,3;19,09;70;14,5;8,1;22,6;20,28
145;1,5;180;26,1;15,21;58;7,8;3,8;11,6;12,05
80;1,5;180;32;16,33;65,5;14,4;8;22,4;19,82
168;1,5;420;42;18,67;71;16,9;7,5;24,4;21,1
0;1,5;180;29;14,8;58;9;5;14;12,15
180;1,5;180;30;14,88;58,5;10,3;5,5;15,8;15,93
150;1,5;240;49;19,88;77;15,8;13,7;29,5;26,38
235;1,5;180;64,9;26,67;90,5;18,3;32,9;51,2;34,26
80;1,5;0;29;17,98;66;16,2;9,3;25,5;24,62
240;1,5;180;48,3;22,66;80;29,6;16,5;46,1;32,03
450;1,5;180;41,5;16,62;70;11,5;6,9;18,4;17,18
265;1,5;180;54,7;18,71;79;13,9;12,8;26,7;24,09
0;1,5;200;29,4;16,37;63;10,6;5,7;16,3;16,82
100;1,5;360;21,3;13,63;56,5;9,2;4,5;13,7;14,54
190;1,5;180;27,4;15,26;61;10,2;5;15,2;15,75
168;1,5;180;23;14,04;56;8;4;12;12,47
240;1,5;180;31;16,76;67;17,7;10,3;28;25,69
140;1,5;120;37;16,67;69;10,5;7;17,5;17,55
480;1,5;180;43,9;18,04;72,5;16,8;10;26,8;24,86
0;1,5;180;30,2;17,87;66;14;9,5;23,5;23,4
210;1,5;240;21,5;16,26;55;7,2;4;11,2;9,91
55;1,5;180;26;16,12;65,5;14;9,8;23,8;23,63
0;1,5;240;24,7;15,31;59;13,8;6;19,8;17,93
0;1,5;180;28,6;15,24;61;8;5,5;13,5;13,64
0;1,5;420;30,5;14,51;60;11;6,5;17,5;17,55
130;1,5;0;34,2;16,04;66;14,8;7,5;22,3;21,44
0;1,5;240;52,5;18,82;72;8;6,8;14,8;11,25
205;1,5;180;28,5;14,75;58;12;6;18;17,41
120;1,5;180;42;17,48;70;8;5,5;13,5;10,64
75;1,5;420;43;15,79;66,5;8,5;7,5;16;14,93
200;1,5;180;62;23,34;92;18;23,5;41,5;31,56
210;1,5;240;62;21,45;79;18,9;10,8;29,7;25,71
105;1,5;300;48;18,75;75;13;10,5;23,5;21,3
240;1,5;300;77;26,64;96;21;15;36;26,95
240;1,5;60;64,5;19,26;76;7,3;8,5;15,8;12,23
310;1,5;420;44;18,31;74;14;8,5;22,5;20,7
210;1,47;240;27;13,78;60;11,9;4,5;16,4;15,51
135;1,44;180;19,3;14,85;52;8,2;5,3;13,5;14,04
0;1,44;120;20,8;14,21;52;7,8;3,9;11,7;10,05
170;1,44;60;36,2;16,75;66;10,5;6,5;17;14,48
0;1,44;360;67,6;21,82;94;17,1;12,5;29,6;24,05
0;1,44;60;31,7;14,47;60;10,5;5,1;15,6;12,74
105;1,44;360;47,9;18,03;66;7,4;7;14,4;11,55
0;1,44;300;52;16,41;78;6,6;5,8;12,4;9,49
0;1,44;180;78,4;31,41;99;27,8;36,4;64,2;33,41
80;1,44;120;56,8;20,86;71;12,6;9,8;22,4;18,52
90;1,44;180;45,2;19,31;72;6,9;5,8;12,7;9,51
50;1,44;120;68,9;23,56;78;10,6;10,1;20,7;17,1
190;1,44;60;44,6;19,3;70;10,2;15,8;26;23,39
70;1,44;60;27;14,81;58;8,5;4,9;13,4;12,24
105;1,44;120;29;17,98;65;17,3;13,4;30,7;28,44
270;1,44;180;47,5;19,03;68;11,6;6,3;17,9;14,62
190;1,44;360;53,2;22,14;83;19;14,1;33,1;27,94
170;1,44;180;31;14,95;65;12;5,4;17,4;15,76
135;1,43;120;37,1;19,48;71,5;20,5;25,7;46,2;32,66
135;1,43;300;28,5;15,87;59;8,9;4,3;13,2;11,33
105;1,43;120;57,1;22,3;87;12,8;28,8;41,6;32,39
180;1,43;120;35,3;16,12;64;9,8;7;16,8;16,29
190;1,43;240;48,3;17,32;70;13,8;8,5;22,3;20,54
150;1,43;360;49,9;17,68;71;5,1;5,5;10,6;7,26
180;1,43;240;62,7;23,03;88;13,6;21,8;35,4;29,15
150;1,43;120;38,9;15,98;66;10,8;7,9;18,7;17,25
270;1,43;120;57,7;20,44;76;8,7;6,8;15,5;12,64
240;1,43;360;63;26,91;87;28,5;27;55,5;32,56
0;1,43;120;33,9;18,33;66;10,9;4,9;15,8;14,23
210;1,43;120;35,5;19,48;74;25,6;22,8;48,4;33,13
330;1,43;30;24,7;13,16;56,5;11,5;4,6;16,1;14,52
210;1,43;120;36,8;18;70;12,3;9,8;22,1;19,57
210;1,43;300;46,2;21,97;77;17,5;11,8;29,3;26,85
110;1,43;240;50,6;19,04;81;14,2;13,2;27,4;24,58
330;1,43;240;46;18,43;74;13,9;13,2;27,1;24,17
1;1,43;180;46,7;17,36;78;9,7;9,1;18,8;17,54
80;1,43;120;76,7;29,23;105;28,5;34,8;63,3;33,77
65;1,43;60;48,7;18,56;74;12,5;7,7;20,2;18,57
90;1,43;360;91,3;32,74;107;25,3;38,5;63,8;33,48
210;1,43;240;50,7;17,96;72;6,4;7,8;14,2;10,65
80;1,43;120;21,5;14,45;56;10,4;5,8;16,2;17,02
65;1,43;20;56,8;35,78;61,5;11,5;5,8;17,3;17,36
35;1,43;120;28;15,14;60;6,7;4,9;11,6;9,65
300;1,43;240;36,5;17,12;67;7,2;6,1;13,3;12,83
155;1,43;180;63,5;24,5;92;27,8;25,5;53,3;34,46
135;1,43;60;45,9;16,46;72;5;4,8;9,8;5,98
300;1,43;180;90,9;32,21;104;34,5;42,2;76,7;29,15
0;1,43;240;53;17,51;69;4,7;5,6;10,3;6,93
60;1,43;180;21,1;12,3;52,2;7,1;5,9;13;13,82
240;1,43;180;27,2;16,6;56,5;8,9;4,9;13,8;12,64
210;1,43;120;42,3;21,28;79;17,2;15,1;32,3;29,09
152;1,43;120;52,3;23,24;85;19,5;20,5;40;32,8
0;1,43;300;26,5;15,68;61;9,5;9,4;18,9;18,83
90;1,43;120;32;14,81;63;6,3;4,5;10,8;10,78
380;1,43;180;35,2;15,04;64;9,5;7;16,5;16,31
0;1,43;240;50;21,64;84,5;19,3;33,4;52,7;33,12
35;1,43;420;41;16,02;67;8,5;7,4;15,9;15,73
0;1,43;240;37,5;18,08;69;10;9,5;19,5;17,36
0;1,43;240;26,5;13,52;61;8,5;5;13,5;13,64
1;1,43;300;26;15,62;57,3;8,2;7,2;15,4;15,94
230;1,43;180;49;20,13;65;12;15,7;27,7;25,19
80;1,43;300;45,3;18,38;74;13;10,2;23,2;21,26
85;1,43;180;50,5;18,55;80;13,5;10,5;24;21,69
110;1,43;120;39;17,33;68;11,3;9;20,3;17,76
300;1,43;180;37,5;17,59;69;11,3;7,8;19,1;18,71
110;1,43;240;39,7;18,62;71;18;7,2;25,2;24
180;1,43;240;31,8;15,55;64;11,3;5,5;16,8;14,89
200;1,43;60;47;21,46;84;27,7;18,2;45,9;31,98
300;1,43;120;41,8;16,33;69,5;9;8,6;17,6;15,64
180;1,43;120;29,8;17,1;65,5;17,8;8;25,8;24,44
420;1,43;360;53;25,92;91;39;44;83;26,68
285;1,43;240;36;16;66;8,3;6,5;14,8;14,65
360;1,43;180;47;20,89;85;14,7;24,5;39,2;31,78
105;1,43;360;33;17,33;52,5;6,5;18,7;25,2;21,7
180;1,43;480;61,4;25,56;98;35,6;24;59,6;34,23
270;1,43;180;36,7;16,1;63,5;9,6;6,5;16,1;15,22
420;1,43;180;51,6;21,48;77;16,8;10,3;27,1;24,37
330;1,43;180;31,6;17,6;65;13,3;9,5;22,8;22,84
300;1,43;180;36,3;18,52;67;11,7;6,5;18,2;16,9
360;1,43;300;27,4;15,49;66;10,1;7,1;17,2;14,97
70;1,43;120;41,7;21,28;79;22,3;17,4;39,7;30,98
390;1,43;180;31,5;17,03;64;9,3;5,5;14,8;13,25
190;1,43;120;34,2;17,45;68;9,5;7,8;17,3;17,36
140;1,43;360;37;16,44;72;10;7;17;17,08
350;1,43;240;37;17,84;69,5;16,8;8,5;25,3;23,77
250;1,43;120;34,5;16,41;61;6,6;5;11,6;10,65
290;1,43;360;45,7;19,27;69;11,8;7,5;19,3;15,89
390;1,43;180;42;18,67;75;13;13,6;26,6;23,82
210;1,43;360;45;17,58;77;17;12,5;29,5;25,98
310;1,43;180;53;19,95;85;15,2;12,7;27,9;24,92
290;1,43;300;54;22,48;79;23;21,5;44,5;32,91
180;1,43;180;48,5;16,78;73;6;5,5;11,5;8,24
345;1,43;240;49,5;20,6;75;12;10,5;22,5;19,3
150;1,43;180;34,5;18,12;66;12,9;9;21,9;20,11
0;1,43;120;33,4;18,33;69;20,5;10,8;31,3;28,8
330;1,43;120;30;14,67;62;11,5;5;16,5;16,61
50;1,43;180;24,5;14,06;58;8;4,5;12,5;12,6
0;1,43;180;32,5;19,23;70;14,2;12;26,2;24,73
360;1,43;420;43,2;21,13;77;27;43;70;33
90;1,43;490;45;17,15;71;7;6,5;13,5;10,34
0;1,43;180;43,5;19,33;78;29;12,2;41,2;29,55
210;1,43;300;42;18,67;74;23;11;34;27,03
120;1,43;60;45;20;80;14,5;15,5;30;24,3
210;1,43;180;61;19,92;85;23,5;12,5;36;27,35
270;1,43;420;56,5;23,52;82;21,5;15,5;37;29,72
195;1,43;240;52;21,64;79,5;33;13,8;46,8;33,3
90;1,43;60;49;18,44;79;17,5;9;26,5;23,55
150;1,4;30;37,8;18,75;69,5;14,6;6,8;21,4;18,99
215;1,4;180;25,7;16,19;59,5;7,9;4,8;12,7;13,51
105;1,38;180;29,8;18,19;63;10,3;6,3;16,6;15,4
70;1,38;60;22,7;16,03;55;6,8;4,9;11,7;10,45
100;1,38;120;29,3;16,32;60;10,5;5,6;16,1;14,52
0;1,38;120;23,8;13,45;57;7,8;4,1;11,9;10,27
100;1,38;180;50,9;22,62;83;17,2;18,9;36,1;28,1
0;1,38;240;64;21,14;79;9,4;7,8;17,2;13,57
0;1,38;360;89;28,73;100;15,5;28,8;44,3;30,16
0;1,38;420;68,2;26,31;92;11,8;19;30,8;26,6
0;1,38;60;59,8;23,07;88;21,8;24,4;46,2;30,66
95;1,38;120;41,3;16,34;65,6;10,8;7,4;18,2;17
120;1,38;60;54,7;19,38;82;8,1;8,2;16,3;12,72
200;1,38;240;48,5;19,68;69;8;6,4;14,4;11,55
120;1,38;180;49;20,66;76;13;7,8;20,8;16,79
60;1,38;360;43,6;16,01;73;5,2;5,4;10,6;9,56
140;1,38;60;35,7;16,98;65;8,9;4,9;13,8;13,34
90;1,38;240;30;16,46;63;11,3;5,8;17,1;15,88
0;1,38;120;22;14,78;56;8,2;5,3;13,5;12,34
105;1,38;120;54;19,83;79;13,8;11,6;25,4;22,75
55;1,38;120;24,2;15,74;62;11,5;6,8;18,3;18,99
90;1,36;120;26,1;15,68;57,5;10,5;4,5;15;13,85
75;1,36;180;24,8;14,9;57;8,1;4,4;12,5;11,3
160;1,36;180;37,6;22,95;74;23,2;15,2;38,4;30,45
90;1,36;120;28,4;16,06;59;11,4;5,9;17,3;17,76
75;1,36;120;28;16,32;61;9,3;5,6;14,9;13,35
230;1,36;300;27,8;14,6;62;13,6;7,9;21,5;21,08
40;1,36;180;30,2;15,86;61,5;6,4;5,6;12;11,77
90;1,36;180;23,3;14,91;55,5;6,2;4,2;10,4;10,04
275;1,36;420;44,6;19,56;73;12,7;7,3;20;16,8
220;1,36;360;49,5;17,75;70;7,8;6,5;14,3;11,15
360;1,36;300;42;19,98;75;12,3;15,2;27,5;24,25
90;1,36;180;31,3;15,97;65,5;7,2;4,8;12;9,77
160;1,36;180;32,1;13,02;61,5;7,4;4;11,4;11,13
225;1,36;240;107,6;39,05;127;37,8;57,8;95,6;15,79
360;1,36;360;54,1;20,87;73;6,5;8;14,5;10,95
35;1,36;60;33,2;19,35;74;19,8;19,5;39,3;30,82
270;1,36;120;38,5;19,64;70;13,5;7,8;21,3;18,91
40;1,36;300;34,2;15,4;62;6,8;4,6;11,4;9,43
90;1,36;230;30,9;16,46;62;11,4;5,1;16,5;14,61
250;1,36;120;39,1;17,15;67;9,5;7,4;16,9;16,69
480;1,36;60;33,6;17,64;63,5;16,5;7,3;23,8;22,63
0;1,36;300;48,7;21,64;75,5;9,8;9,4;19,2;16,8
330;1,36;120;41,9;17,22;68;6,4;5,3;11,7;9,15
95;1,36;180;50,8;23,19;81,5;18,3;17,6;35,9;28
150;1,36;120;45,6;18,5;73;13,8;13,5;27,3;24,51
405;1,36;360;41,7;17,58;70;9,4;8,8;18,2;17
120;1,36;120;52,3;21,22;79;18,2;15,8;34;28,43
90;1,36;120;54,1;24,04;79;17,5;16,8;34,3;28,59
100;1,36;90;51,4;21,12;80;16,7;13,4;30,1;25,96
60;1,36;360;57,5;18,78;78,5;17,7;8,7;26,4;23,48
370;1,36;180;60,4;20,9;78,5;4,7;8,8;13,5;9,94
195;1,36;240;46,5;18;74,5;18;10,3;28,3;23,19
40;1,36;120;20;14,36;54;7,2;4,9;12,1;12,88
130;1,36;180;28;15,83;60;8,2;5,9;14,1;12,55
300;1,36;180;20,6;14,07;57;4,4;5;9,4;7,53
80;1,36;360;36;16,66;72,5;13,8;7,5;21,3;18,61
230;1,36;120;30,6;13,6;66;8,9;5,5;14,4;13,55
80;1,36;120;42;18,18;73;15,3;8,5;23,8;22,33
90;1,36;420;33,5;15,09;63;11,8;6,2;18;16,31
0;1,36;240;32,8;16,98;64;8,5;6;14,5;15,05
0;1,36;180;57;31,28;59;9,5;6,5;16;16,53
0;1,36;180;23;14,96;58;15,5;4,5;20;20,2
130;1,36;120;29,4;16,87;59;14;11,1;25,1;24,32
350;1,36;180;29,9;15,7;58;10,1;7,9;18;18,41
100;1,36;180;43,2;19,2;76;20,5;21,7;42,2;32,9
40;1,36;240;31;18,34;66;14,5;10;24,5;23,47
135;1,36;420;36,5;18,62;73;17,8;12,5;30,3;27,49
75;1,36;240;49;20,4;80;16,7;16,8;33,5;27,36
200;1,36;420;41;20,92;78;26,5;19;45,5;34,18
90;1,36;180;43;22,91;82;17;14;31;26,22
120;1,36;180;48;19,23;73;20,9;14;34,9;30,1
95;1,36;240;31;14,74;66;8,5;7;15,5;15,64
0;1,36;240;27;15,98;57;10;5,8;15,8;16,33
0;1,36;120;46,5;19,86;69;12,3;9,8;22,1;20,97
90;1,36;240;45;20;72;10,5;11;21,5;20,78
105;1,36;180;32;15,87;63;7,6;4,5;12,1;8,48
180;1,36;60;57;19,05;78,5;7,4;5,5;12,9;9,32
180;1,36;240;63;25,24;92;19,7;33,5;53,2;33,16
0;1,36;180;35;17,12;64;9,5;7,3;16,8;14,89
200;1,36;240;38;17,35;72;12,8;6,8;19,6;17,15
170;1,36;240;25,4;13,73;60;9,3;5;14,3;14,45
225;1,36;360;31;17,79;66;14;8;22;21,49
245;1,36;420;27,7;16,39;63,5;13,8;9,5;23,3;22,54
240;1,36;240;33,4;18,06;70;13,5;9,7;23,2;20,16
145;1,36;120;31;15,16;62;5,9;4;9,9;7,49
1;1,36;420;45,7;19,78;74;12,8;10,5;23,3;20,24
180;1,36;60;29,7;14,52;62;5,5;18,7;24,2;22,94
330;1,36;420;39,5;20,15;74;16,2;10;26,2;24,43
390;1,36;180;72,8;28,44;90;40;37,8;77,8;27,7
300;1,36;480;41;18,97;67,5;12,3;8,5;20,8;17,89
270;1,36;240;87,2;35,83;105;41,3;45,5;86,8;22,97
90;1,36;120;92,6;28,9;99;19,9;20;39,9;28,66
45;1,36;240;47,9;20,2;80;17,4;14,4;31,8;27,4
375;1,36;240;42;15,43;70;12,3;5,4;17,7;15,14
0;1,36;300;35,6;14,82;66;9,9;7,8;17,7;16,54
330;1,36;120;42,8;20,93;76;19,9;12,5;32,4;29,14
70;1,36;60;29,2;17,28;59;10,9;4,7;15,6;15,74
30;1,36;180;28,3;16,75;62;10,5;6,9;17,4;15,76
95;1,36;300;23,3;14;57;7,5;3,9;11,4;10,13
240;1,36;240;24,5;15,93;56;13,1;4,3;17,4;16,16
85;1,36;240;26,8;15,38;62,5;15,2;6,9;22,1;22,27
50;1,36;120;34,2;17,96;71,5;17,7;7,8;25,5;24,62
140;1,36;300;23,3;15,15;55,5;8,5;5;13,5;14,34
200;1,36;60;26,4;16,11;60;18;7,3;25,3;24,77
420;1,36;360;28;16,07;61,5;11;6,2;17,2;15,57
240;1,36;120;43,3;21,78;78,5;24,5;14,5;39;32
0;1,36;240;33,9;17,05;67;22,4;9,5;31,9;28,45
240;1,36;180;42;19,17;75;17,4;11,8;29,2;26,49
165;1,36;120;54;19,6;79;12,8;9;21,8;20,13
0;1,36;300;18,7;13,66;52;10,5;5,5;16;16,83
155;1,36;300;22,5;13,31;58;11,5;6,5;18;18,41
175;1,36;420;33;19,53;73;21,5;12,5;34;30,03
120;1,36;240;50;21,08;80;11,5;10;21,5;18,08
95;1,36;180;33,5;13,94;64,5;6,5;5,5;12;9,47
180;1,36;180;65,7;23,56;90;20;27,2;47,2;30,89
175;1,36;420;38;16,89;70;6,5;6;12,5;9,6
95;1,36;180;35,2;15,64;63;6,5;4,5;11;8
240;1,36;240;54,5;21,29;80;15,3;14;29,3;25,65
165;1,36;360;38;15,82;72;9;8,5;17,5;16,95
220;1,36;180;55;20,2;82;20,5;13,5;34;28,43
105;1,36;180;48,5;18,25;72;13;10,5;23,5;21,7
120;1,36;300;67;24,02;87,5;23,8;20,5;44,3;32,46
150;1,36;0;88;34,38;109;42;43,5;85,5;23,9
120;1,36;420;49,5;18,18;75;15;8,5;23,5;21,3
0;1,31;120;26;15,38;58;9,3;5;14,3;13,15
0;1,31;120;51,2;22,46;82;19,3;15,4;34,7;28
80;1,31;60;42,8;18,52;73;10,8;9,8;20,6;17,32
100;1,31;360;52,2;20,39;78;11,3;8,2;19,5;17,96
0;1,31;240;48,8;17,71;76;12,3;9,4;21,7;20,04
0;1,31;60;65,4;24,02;87;20,4;17,9;38,3;30,3
95;1,31;360;43;17,44;77,5;9,9;10;19,9;17,11
90;1,31;120;46,3;21,43;53;12,8;9,9;22,7;21,46
0;1,31;120;33,2;18,22;70;9,3;4,9;14,2;15,05
100;1,31;360;53,3;21,35;76;19,4;11,3;30,7;24,44
170;1,31;120;40;16,65;69;11,6;6,6;18,2;17
80;1,31;240;51,5;22,89;85;24,3;19,9;44,2;32,63
90;1,31;180;53,3;19,82;78;15;13,1;28,1;24,66
90;1,29;240;31,6;18,99;67;15,6;9,9;25,5;24,92
150;1,29;90;25,7;15,93;57;7,9;5,2;13,1;11,92
130;1,29;300;25,1;14,41;59;9,3;4,8;14,1;12,95
85;1,29;240;26,7;14,87;61;5,2;4,3;9,5;7,64
75;1,29;180;44,5;20,88;79,5;16,1;12,4;28,5;24,33
60;1,29;240;50;22,22;87,5;20,5;29,6;50,1;35,11
195;1,29;300;34;18,38;66;11,8;8,9;20,7;18,4
140;1,29;180;40,8;21,12;70;23,8;12,2;36;30,65
30;1,29;360;39,2;19,44;69;8,2;6,3;14,5;14,35
240;1,29;240;62,8;24,84;94;34,5;29,6;64,1;33,83
150;1,29;300;53,7;19,25;74;10,4;8,5;18,9;15,53
115;1,29;60;52,1;21,69;82;18,8;17,2;36;30,35
195;1,29;90;34,9;19,73;73;18,3;14,2;32,5;29,5
60;1,29;240;28,6;14,8;62,5;7,3;4,3;11,6;10,35
180;1,29;120;31,9;17,25;62;6,5;6,4;12,9;13,72
120;1,29;120;33;16,14;70;12,5;12,7;25,2;24,4
80;1,29;180;26,6;14,17;57;9,6;5,4;15;15,55
120;1,29;60;29,9;15,7;59;6,1;4,3;10,4;8,64
60;1,29;120;29,3;14,74;60;7,5;4,4;11,9;11,97
120;1,29;240;31,1;16,33;62;9,3;5,1;14,4;12,55
99;1,29;180;42,6;20,54;73;9,1;8,2;17,3;15,06
420;1,29;180;50,9;20,39;77;9,1;8,4;17,5;17,25
300;1,29;360;79,5;33,96;101;38,2;41,2;79,4;28,54
360;1,29;60;41,6;21,22;71;14,3;9,4;23,7;20,25
60;1,29;60;45,3;19,1;66;9,3;7,4;16,7;14,2
60;1,29;180;37,9;18,8;69;11,8;6,5;18,3;15,29
220;1,29;60;42,1;18,96;74;13,6;11,2;24,8;22,7
60;1,29;420;45,4;19,65;79;15,4;9,8;25,2;23
60;1,29;120;43,4;18,3;74;13,9;11,7;25,6;23,3
120;1,29;120;60,9;23,21;88;24,9;14,2;39,1;30,84
162;1,29;360;60,3;24,46;89;16,9;29,5;46,4;33,2
30;1,29;480;92,4;30,17;106;23,5;26,4;49,9;31,78
310;1,29;300;61,6;22,09;92;16,1;18,3;34,4;28,44
60;1,29;60;50,5;19,73;80;18;10,3;28,3;25,19
50;1,29;180;21;14,58;54,5;7,8;5,1;12,9;11,72
240;1,29;0;19,7;15,16;55;9;5,3;14,3;15,15
40;1,29;240;22,6;14,01;55;7,8;6;13,8;14,64
50;1,29;120;24,5;14,95;57;6,9;4,8;11,7;10,05
110;1,29;300;27,5;15,32;61;8,6;4,5;13,1;11,53
130;1,29;240;27;14,18;60,5;11,2;5,5;16,7;15,1
240;1,29;0;32;17,05;65,5;15,2;7;22,2;22,06
60;1,29;240;71;23,45;80;10;15,7;25,7;22,37
80;1,29;240;51,6;18,28;74;7,9;6,5;14,4;11,25
270;1,29;180;58,5;24,04;87,5;25;22,2;47,2;33,39
30;1,29;180;44;23,79;85;22,9;30,8;53,7;36,19
26;1,29;180;32,6;20,21;78;17,3;11,5;28,8;27,23
120;1,29;240;29;15,68;62;10,2;5,6;15,8;14,23
50;1,29;300;33;18,66;72;12,3;17,8;30,1;27,76
65;1,29;180;35,7;21,12;61;18,1;15,8;33,9;30,27
75;1,29;120;28,3;15,76;62;9,5;6,7;16,2;14,62
105;1,29;120;20,5;14,98;52;7,9;4,6;12,5;10,9
240;1,29;240;29,2;15,56;64;7,2;5;12,2;10,28
0;1,29;240;47,5;21,11;83,5;26,5;36,7;63,2;34,99
90;1,29;300;42;24,1;80;16,7;22,3;39;32,4
0;1,29;180;28;16,57;62,5;13,2;6,3;19,2;19,5
30;1,29;420;29,3;15,61;65;12,4;9;21,4;21,69
90;1,29;360;49;18,44;79;17,8;10,9;28,7;25,26
95;1,29;180;56,6;20,29;88;20;23,5;43,5;29,92
90;1,29;120;33,5;17,59;69;20,8;15,5;36,3;31,49
30;1,29;120;26,5;16,43;57;9,6;8,5;18,1;16,4
90;1,29;180;46;21,88;79;23,5;16,4;39,9;30,36
90;1,29;120;33;15,7;65;10,8;11;21,8;18,73
210;1,29;120;41,5;18,44;70;12,8;8;20,8;18,49
240;1,29;180;60,4;30,38;96;40,3;38,7;79;29,36
315;1,29;180;31,3;16,92;63;11,5;6;17,5;17,55
250;1,29;120;29,6;16,24;69;19,5;8,5;28;26,39
175;1,29;180;44,5;18,76;73,5;23,2;10;33,2;27,79
105;1,29;300;54;20,58;77;10,5;6,8;17,3;14,06
0;1,29;180;38,9;17,06;68;8,5;5,5;14;11,15
70;1,29;120;43,1;19,95;75,6;24,3;13,6;37,9;30,93
450;1,29;210;55;22,31;79;21;12,5;33,5;26,76
75;1,29;300;51,5;20,37;75;13,5;10,2;23,7;22,25
210;1,29;240;42,7;18,73;69;12,1;8,6;20,7;18,1
0;1,29;60;32,5;17,83;64,5;12,8;6,3;19,1;17,01
95;1,29;180;29,1;15,28;62;7,5;5,5;13;11,82
130;1,29;180;32;17,82;68;19,8;7,5;27,3;25,91
210;1,29;240;35,5;20,37;71;13,6;16;29,6;25,75
0;1,29;60;34,2;17,45;67;13,2;8;21,2;18,83
130;1,29;180;64,8;26,97;100;34,6;34,8;69,4;33,19
55;1,29;0;24,9;13,66;58;5,5;4;9,5;9,34
225;1,29;240;46,7;18,71;74;24;10,5;34,5;28,89
0;1,29;360;46,4;17,04;74;16,8;9,5;26,3;23,8
40;1,29;180;32,3;14,36;63;10;3,5;13,5;11,04
90;1,29;300;47,7;17,31;73;6,5;5,6;12,1;9,18
120;1,29;240;69;25,04;95;41;39,3;80,3;27,63
165;1,29;240;44,5;18,05;75;25,5;12,5;38;30,57
35;1,29;180;37;17,6;73;25,5;14;39,5;32,2
105;1,29;120;43,3;21,47;80;24,5;17,5;42;31,83
0;1,29;60;32;16,8;69;12;8;20;18,1
210;1,29;180;39;18,3;67;13;8;21;18,06
70;1,29;0;39;16,44;73;12,5;9,8;22,3;19,14
210;1,29;300;38,6;17,16;67;10;6;16;14,73
80;1,29;180;49;20,13;82;13,8;17,5;31,3;26,9
60;1,29;120;49;16;69;4,5;5;9,5;5,64
190;1,29;120;53;19,95;76;10,8;9;19,8;16,33
150;1,29;240;59;20,42;75;15,2;12,5;27,7;24,59
120;1,29;180;41;16,85;70;14;9,5;23,5;21,5
210;1,29;120;54;21,09;80;14;12;26;23,39
240;1,29;480;68,5;25,16;98,5;28,5;15;43,5;32,22
30;1,29;480;44,5;17,38;65;13,8;8,5;22,3;20,54
0;1,25;180;29,9;15,26;62;5,5;3,5;9;6,48
0;1,25;60;31,6;15,03;65;8,2;4,3;12,5;10
140;1,25;60;34,6;18,17;65;11,1;5,3;16,4;14,21
130;1,25;120;30,2;14,77;62;8,2;4;12,2;9,98
100;1,25;60;33,7;14,98;68;12;7,5;19,5;17,06
75;1,25;120;22;13,43;58;8,3;3,6;11,9;10,67
30;1,25;60;26;15,62;59;8;6,5;14,5;12,65
0;1,25;240;20,5;14,72;54;10,6;4,5;15,1;13,95
270;1,25;180;45,8;20,91;73;19,3;11,2;30,5;24,31
115;1,25;300;46;15,92;71;5,6;4,9;10,5;7,15
90;1,25;360;45,2;19,56;75;8,9;10;18,9;17,43
60;1,21;240;19,4;14,17;56;7,7;4,8;12,5;13,3
150;1,21;300;29,3;15,61;57;9,5;4,4;13,9;14,05
70;1,21;180;29,1;15,06;64;9,8;5,9;15,7;15,84
0;1,21;240;38,4;17,77;71;15,4;6,3;21,7;19,24
120;1,21;180;51,5;24,16;84,5;27,5;30,5;58;33,53
75;1,21;120;46;20,17;76;12,1;10,4;22,5;21,6
60;1,21;60;50;22,22;86,3;12,5;14,6;27,1;22,77
60;1,21;240;32,5;13,88;65;7,2;4,8;12;10,67
480;1,21;120;48,2;19,55;82;16,2;12,4;28,6;25,79
120;1,21;120;32,9;18,32;67;14,3;8,3;22,6;22,38
30;1,21;30;26,5;15,92;59;11,8;5,6;17,4;15,76
25;1,21;240;49,5;22,91;85;21,6;19,3;40,9;33,14
180;1,21;180;32,2;16,43;62;5,7;5,8;11,5;8,94
180;1,21;120;62,1;25,85;89;28,7;25,8;54,5;34,93
60;1,21;60;42,4;17,42;72;13,4;10,6;24;22,49
210;1,21;120;45,9;16,26;78;14,5;8,9;23,4;21,62
75;1,21;240;39,3;14,97;66,5;10;7,5;17,5;14,55
135;1,21;360;45,2;16,6;73;12;9,9;21,9;20,21
70;1,21;60;47,5;22,28;75;22,5;14,4;36,9;29,88
360;1,21;300;47,7;17,52;73;15,8;10,9;26,7;23,69
65;1,21;240;68,7;23,49;93;12,4;12,6;25;22,45
35;1,21;120;22;14,54;55;7,3;4,5;11,8;12,56
200;1,21;180;38;16,67;70;9;6,5;15,5;14,64
180;1,21;120;40,2;20,51;77;17;10,5;27,5;25,05
70;1,21;120;28,8;16,53;60;9,8;5,5;15,3;14,15
